672000.0 7356000.0
673000.0 7356000.0
674000.0 7356000.0
675000.0 7356000.0
676000.0 7356000.0
677000.0 7356000.0
678000.0 7356000.0
679000.0 7356000.0
680000.0 7356000.0
681000.0 7356000.0
682000.0 7356000.0
683000.0 7356000.0
597000.0 7357000.0
598000.0 7357000.0
599000.0 7357000.0
600000.0 7357000.0
601000.0 7357000.0
602000.0 7357000.0
603000.0 7357000.0
604000.0 7357000.0
605000.0 7357000.0
606000.0 7357000.0
607000.0 7357000.0
608000.0 7357000.0
609000.0 7357000.0
610000.0 7357000.0
611000.0 7357000.0
612000.0 7357000.0
613000.0 7357000.0
614000.0 7357000.0
615000.0 7357000.0
616000.0 7357000.0
617000.0 7357000.0
618000.0 7357000.0
619000.0 7357000.0
620000.0 7357000.0
621000.0 7357000.0
622000.0 7357000.0
623000.0 7357000.0
624000.0 7357000.0
625000.0 7357000.0
626000.0 7357000.0
627000.0 7357000.0
628000.0 7357000.0
629000.0 7357000.0
630000.0 7357000.0
631000.0 7357000.0
632000.0 7357000.0
633000.0 7357000.0
634000.0 7357000.0
635000.0 7357000.0
636000.0 7357000.0
637000.0 7357000.0
638000.0 7357000.0
639000.0 7357000.0
640000.0 7357000.0
641000.0 7357000.0
642000.0 7357000.0
643000.0 7357000.0
644000.0 7357000.0
645000.0 7357000.0
646000.0 7357000.0
647000.0 7357000.0
648000.0 7357000.0
649000.0 7357000.0
650000.0 7357000.0
651000.0 7357000.0
652000.0 7357000.0
653000.0 7357000.0
654000.0 7357000.0
655000.0 7357000.0
656000.0 7357000.0
657000.0 7357000.0
658000.0 7357000.0
659000.0 7357000.0
660000.0 7357000.0
661000.0 7357000.0
662000.0 7357000.0
663000.0 7357000.0
664000.0 7357000.0
665000.0 7357000.0
666000.0 7357000.0
667000.0 7357000.0
668000.0 7357000.0
669000.0 7357000.0
670000.0 7357000.0
671000.0 7357000.0
672000.0 7357000.0
673000.0 7357000.0
674000.0 7357000.0
675000.0 7357000.0
676000.0 7357000.0
677000.0 7357000.0
678000.0 7357000.0
679000.0 7357000.0
680000.0 7357000.0
681000.0 7357000.0
682000.0 7357000.0
683000.0 7357000.0
597000.0 7358000.0
598000.0 7358000.0
599000.0 7358000.0
600000.0 7358000.0
601000.0 7358000.0
602000.0 7358000.0
603000.0 7358000.0
604000.0 7358000.0
605000.0 7358000.0
606000.0 7358000.0
607000.0 7358000.0
608000.0 7358000.0
609000.0 7358000.0
610000.0 7358000.0
611000.0 7358000.0
612000.0 7358000.0
613000.0 7358000.0
614000.0 7358000.0
615000.0 7358000.0
616000.0 7358000.0
617000.0 7358000.0
618000.0 7358000.0
619000.0 7358000.0
620000.0 7358000.0
621000.0 7358000.0
622000.0 7358000.0
623000.0 7358000.0
624000.0 7358000.0
625000.0 7358000.0
626000.0 7358000.0
627000.0 7358000.0
628000.0 7358000.0
629000.0 7358000.0
630000.0 7358000.0
631000.0 7358000.0
632000.0 7358000.0
633000.0 7358000.0
634000.0 7358000.0
635000.0 7358000.0
636000.0 7358000.0
637000.0 7358000.0
638000.0 7358000.0
639000.0 7358000.0
640000.0 7358000.0
641000.0 7358000.0
642000.0 7358000.0
643000.0 7358000.0
644000.0 7358000.0
645000.0 7358000.0
646000.0 7358000.0
647000.0 7358000.0
648000.0 7358000.0
649000.0 7358000.0
650000.0 7358000.0
651000.0 7358000.0
652000.0 7358000.0
653000.0 7358000.0
654000.0 7358000.0
655000.0 7358000.0
656000.0 7358000.0
657000.0 7358000.0
658000.0 7358000.0
659000.0 7358000.0
660000.0 7358000.0
661000.0 7358000.0
662000.0 7358000.0
663000.0 7358000.0
664000.0 7358000.0
665000.0 7358000.0
666000.0 7358000.0
667000.0 7358000.0
668000.0 7358000.0
669000.0 7358000.0
670000.0 7358000.0
671000.0 7358000.0
672000.0 7358000.0
673000.0 7358000.0
674000.0 7358000.0
675000.0 7358000.0
676000.0 7358000.0
677000.0 7358000.0
678000.0 7358000.0
679000.0 7358000.0
680000.0 7358000.0
681000.0 7358000.0
682000.0 7358000.0
683000.0 7358000.0
597000.0 7359000.0
598000.0 7359000.0
599000.0 7359000.0
600000.0 7359000.0
601000.0 7359000.0
602000.0 7359000.0
603000.0 7359000.0
604000.0 7359000.0
605000.0 7359000.0
606000.0 7359000.0
607000.0 7359000.0
608000.0 7359000.0
609000.0 7359000.0
610000.0 7359000.0
611000.0 7359000.0
612000.0 7359000.0
613000.0 7359000.0
614000.0 7359000.0
615000.0 7359000.0
616000.0 7359000.0
617000.0 7359000.0
618000.0 7359000.0
619000.0 7359000.0
620000.0 7359000.0
621000.0 7359000.0
622000.0 7359000.0
623000.0 7359000.0
624000.0 7359000.0
625000.0 7359000.0
626000.0 7359000.0
627000.0 7359000.0
628000.0 7359000.0
629000.0 7359000.0
630000.0 7359000.0
631000.0 7359000.0
632000.0 7359000.0
633000.0 7359000.0
634000.0 7359000.0
635000.0 7359000.0
636000.0 7359000.0
637000.0 7359000.0
638000.0 7359000.0
639000.0 7359000.0
640000.0 7359000.0
641000.0 7359000.0
642000.0 7359000.0
643000.0 7359000.0
644000.0 7359000.0
645000.0 7359000.0
646000.0 7359000.0
647000.0 7359000.0
648000.0 7359000.0
649000.0 7359000.0
650000.0 7359000.0
651000.0 7359000.0
652000.0 7359000.0
653000.0 7359000.0
654000.0 7359000.0
655000.0 7359000.0
656000.0 7359000.0
657000.0 7359000.0
658000.0 7359000.0
659000.0 7359000.0
660000.0 7359000.0
661000.0 7359000.0
662000.0 7359000.0
663000.0 7359000.0
664000.0 7359000.0
665000.0 7359000.0
666000.0 7359000.0
667000.0 7359000.0
668000.0 7359000.0
669000.0 7359000.0
670000.0 7359000.0
671000.0 7359000.0
672000.0 7359000.0
673000.0 7359000.0
674000.0 7359000.0
675000.0 7359000.0
676000.0 7359000.0
677000.0 7359000.0
678000.0 7359000.0
679000.0 7359000.0
680000.0 7359000.0
681000.0 7359000.0
682000.0 7359000.0
683000.0 7359000.0
597000.0 7360000.0
598000.0 7360000.0
599000.0 7360000.0
600000.0 7360000.0
601000.0 7360000.0
602000.0 7360000.0
603000.0 7360000.0
604000.0 7360000.0
605000.0 7360000.0
606000.0 7360000.0
607000.0 7360000.0
608000.0 7360000.0
609000.0 7360000.0
610000.0 7360000.0
611000.0 7360000.0
612000.0 7360000.0
613000.0 7360000.0
614000.0 7360000.0
615000.0 7360000.0
616000.0 7360000.0
617000.0 7360000.0
618000.0 7360000.0
619000.0 7360000.0
620000.0 7360000.0
621000.0 7360000.0
622000.0 7360000.0
623000.0 7360000.0
624000.0 7360000.0
625000.0 7360000.0
626000.0 7360000.0
627000.0 7360000.0
628000.0 7360000.0
629000.0 7360000.0
630000.0 7360000.0
631000.0 7360000.0
632000.0 7360000.0
633000.0 7360000.0
634000.0 7360000.0
635000.0 7360000.0
636000.0 7360000.0
637000.0 7360000.0
638000.0 7360000.0
639000.0 7360000.0
640000.0 7360000.0
641000.0 7360000.0
642000.0 7360000.0
643000.0 7360000.0
644000.0 7360000.0
645000.0 7360000.0
646000.0 7360000.0
647000.0 7360000.0
648000.0 7360000.0
649000.0 7360000.0
650000.0 7360000.0
651000.0 7360000.0
652000.0 7360000.0
653000.0 7360000.0
654000.0 7360000.0
655000.0 7360000.0
656000.0 7360000.0
657000.0 7360000.0
658000.0 7360000.0
659000.0 7360000.0
660000.0 7360000.0
661000.0 7360000.0
662000.0 7360000.0
663000.0 7360000.0
664000.0 7360000.0
665000.0 7360000.0
666000.0 7360000.0
667000.0 7360000.0
668000.0 7360000.0
669000.0 7360000.0
670000.0 7360000.0
671000.0 7360000.0
672000.0 7360000.0
673000.0 7360000.0
674000.0 7360000.0
675000.0 7360000.0
676000.0 7360000.0
677000.0 7360000.0
678000.0 7360000.0
679000.0 7360000.0
680000.0 7360000.0
681000.0 7360000.0
682000.0 7360000.0
683000.0 7360000.0
597000.0 7361000.0
598000.0 7361000.0
599000.0 7361000.0
600000.0 7361000.0
601000.0 7361000.0
602000.0 7361000.0
603000.0 7361000.0
604000.0 7361000.0
605000.0 7361000.0
606000.0 7361000.0
607000.0 7361000.0
608000.0 7361000.0
609000.0 7361000.0
610000.0 7361000.0
611000.0 7361000.0
612000.0 7361000.0
613000.0 7361000.0
614000.0 7361000.0
615000.0 7361000.0
616000.0 7361000.0
617000.0 7361000.0
618000.0 7361000.0
619000.0 7361000.0
620000.0 7361000.0
621000.0 7361000.0
622000.0 7361000.0
623000.0 7361000.0
624000.0 7361000.0
625000.0 7361000.0
626000.0 7361000.0
627000.0 7361000.0
628000.0 7361000.0
629000.0 7361000.0
630000.0 7361000.0
631000.0 7361000.0
632000.0 7361000.0
633000.0 7361000.0
634000.0 7361000.0
635000.0 7361000.0
636000.0 7361000.0
637000.0 7361000.0
638000.0 7361000.0
639000.0 7361000.0
640000.0 7361000.0
641000.0 7361000.0
642000.0 7361000.0
643000.0 7361000.0
644000.0 7361000.0
645000.0 7361000.0
646000.0 7361000.0
647000.0 7361000.0
648000.0 7361000.0
649000.0 7361000.0
650000.0 7361000.0
651000.0 7361000.0
652000.0 7361000.0
653000.0 7361000.0
654000.0 7361000.0
655000.0 7361000.0
656000.0 7361000.0
657000.0 7361000.0
658000.0 7361000.0
659000.0 7361000.0
660000.0 7361000.0
661000.0 7361000.0
662000.0 7361000.0
663000.0 7361000.0
664000.0 7361000.0
665000.0 7361000.0
666000.0 7361000.0
667000.0 7361000.0
668000.0 7361000.0
669000.0 7361000.0
670000.0 7361000.0
671000.0 7361000.0
672000.0 7361000.0
673000.0 7361000.0
674000.0 7361000.0
675000.0 7361000.0
676000.0 7361000.0
677000.0 7361000.0
678000.0 7361000.0
679000.0 7361000.0
680000.0 7361000.0
681000.0 7361000.0
682000.0 7361000.0
683000.0 7361000.0
597000.0 7362000.0
598000.0 7362000.0
599000.0 7362000.0
600000.0 7362000.0
601000.0 7362000.0
602000.0 7362000.0
603000.0 7362000.0
604000.0 7362000.0
605000.0 7362000.0
606000.0 7362000.0
607000.0 7362000.0
608000.0 7362000.0
609000.0 7362000.0
610000.0 7362000.0
611000.0 7362000.0
612000.0 7362000.0
613000.0 7362000.0
614000.0 7362000.0
615000.0 7362000.0
616000.0 7362000.0
617000.0 7362000.0
618000.0 7362000.0
619000.0 7362000.0
620000.0 7362000.0
621000.0 7362000.0
622000.0 7362000.0
623000.0 7362000.0
624000.0 7362000.0
625000.0 7362000.0
626000.0 7362000.0
627000.0 7362000.0
628000.0 7362000.0
629000.0 7362000.0
630000.0 7362000.0
631000.0 7362000.0
632000.0 7362000.0
633000.0 7362000.0
634000.0 7362000.0
635000.0 7362000.0
636000.0 7362000.0
637000.0 7362000.0
638000.0 7362000.0
639000.0 7362000.0
640000.0 7362000.0
641000.0 7362000.0
642000.0 7362000.0
643000.0 7362000.0
644000.0 7362000.0
645000.0 7362000.0
646000.0 7362000.0
647000.0 7362000.0
648000.0 7362000.0
649000.0 7362000.0
650000.0 7362000.0
651000.0 7362000.0
652000.0 7362000.0
653000.0 7362000.0
654000.0 7362000.0
655000.0 7362000.0
656000.0 7362000.0
657000.0 7362000.0
658000.0 7362000.0
659000.0 7362000.0
660000.0 7362000.0
661000.0 7362000.0
662000.0 7362000.0
663000.0 7362000.0
664000.0 7362000.0
665000.0 7362000.0
666000.0 7362000.0
667000.0 7362000.0
668000.0 7362000.0
669000.0 7362000.0
670000.0 7362000.0
671000.0 7362000.0
672000.0 7362000.0
673000.0 7362000.0
674000.0 7362000.0
675000.0 7362000.0
676000.0 7362000.0
677000.0 7362000.0
678000.0 7362000.0
679000.0 7362000.0
680000.0 7362000.0
681000.0 7362000.0
682000.0 7362000.0
683000.0 7362000.0
597000.0 7363000.0
598000.0 7363000.0
599000.0 7363000.0
600000.0 7363000.0
601000.0 7363000.0
602000.0 7363000.0
603000.0 7363000.0
604000.0 7363000.0
605000.0 7363000.0
606000.0 7363000.0
607000.0 7363000.0
608000.0 7363000.0
609000.0 7363000.0
610000.0 7363000.0
611000.0 7363000.0
612000.0 7363000.0
613000.0 7363000.0
614000.0 7363000.0
615000.0 7363000.0
616000.0 7363000.0
617000.0 7363000.0
618000.0 7363000.0
619000.0 7363000.0
620000.0 7363000.0
621000.0 7363000.0
622000.0 7363000.0
623000.0 7363000.0
624000.0 7363000.0
625000.0 7363000.0
626000.0 7363000.0
627000.0 7363000.0
628000.0 7363000.0
629000.0 7363000.0
630000.0 7363000.0
631000.0 7363000.0
632000.0 7363000.0
633000.0 7363000.0
634000.0 7363000.0
635000.0 7363000.0
636000.0 7363000.0
637000.0 7363000.0
638000.0 7363000.0
639000.0 7363000.0
640000.0 7363000.0
641000.0 7363000.0
642000.0 7363000.0
643000.0 7363000.0
644000.0 7363000.0
645000.0 7363000.0
646000.0 7363000.0
647000.0 7363000.0
648000.0 7363000.0
649000.0 7363000.0
650000.0 7363000.0
651000.0 7363000.0
652000.0 7363000.0
653000.0 7363000.0
654000.0 7363000.0
655000.0 7363000.0
656000.0 7363000.0
657000.0 7363000.0
658000.0 7363000.0
659000.0 7363000.0
660000.0 7363000.0
661000.0 7363000.0
662000.0 7363000.0
663000.0 7363000.0
664000.0 7363000.0
665000.0 7363000.0
666000.0 7363000.0
667000.0 7363000.0
668000.0 7363000.0
669000.0 7363000.0
670000.0 7363000.0
671000.0 7363000.0
672000.0 7363000.0
673000.0 7363000.0
674000.0 7363000.0
675000.0 7363000.0
676000.0 7363000.0
677000.0 7363000.0
678000.0 7363000.0
679000.0 7363000.0
680000.0 7363000.0
681000.0 7363000.0
682000.0 7363000.0
683000.0 7363000.0
597000.0 7364000.0
598000.0 7364000.0
599000.0 7364000.0
600000.0 7364000.0
601000.0 7364000.0
602000.0 7364000.0
603000.0 7364000.0
604000.0 7364000.0
605000.0 7364000.0
606000.0 7364000.0
607000.0 7364000.0
608000.0 7364000.0
609000.0 7364000.0
610000.0 7364000.0
611000.0 7364000.0
612000.0 7364000.0
613000.0 7364000.0
614000.0 7364000.0
615000.0 7364000.0
616000.0 7364000.0
617000.0 7364000.0
618000.0 7364000.0
619000.0 7364000.0
620000.0 7364000.0
621000.0 7364000.0
622000.0 7364000.0
623000.0 7364000.0
624000.0 7364000.0
625000.0 7364000.0
626000.0 7364000.0
627000.0 7364000.0
628000.0 7364000.0
629000.0 7364000.0
630000.0 7364000.0
631000.0 7364000.0
632000.0 7364000.0
633000.0 7364000.0
634000.0 7364000.0
635000.0 7364000.0
636000.0 7364000.0
637000.0 7364000.0
638000.0 7364000.0
639000.0 7364000.0
640000.0 7364000.0
641000.0 7364000.0
642000.0 7364000.0
643000.0 7364000.0
644000.0 7364000.0
645000.0 7364000.0
646000.0 7364000.0
647000.0 7364000.0
648000.0 7364000.0
649000.0 7364000.0
650000.0 7364000.0
651000.0 7364000.0
652000.0 7364000.0
653000.0 7364000.0
654000.0 7364000.0
655000.0 7364000.0
656000.0 7364000.0
657000.0 7364000.0
658000.0 7364000.0
659000.0 7364000.0
660000.0 7364000.0
661000.0 7364000.0
662000.0 7364000.0
663000.0 7364000.0
664000.0 7364000.0
665000.0 7364000.0
666000.0 7364000.0
667000.0 7364000.0
668000.0 7364000.0
669000.0 7364000.0
670000.0 7364000.0
671000.0 7364000.0
672000.0 7364000.0
673000.0 7364000.0
674000.0 7364000.0
675000.0 7364000.0
676000.0 7364000.0
677000.0 7364000.0
678000.0 7364000.0
679000.0 7364000.0
680000.0 7364000.0
681000.0 7364000.0
682000.0 7364000.0
683000.0 7364000.0
597000.0 7365000.0
598000.0 7365000.0
599000.0 7365000.0
600000.0 7365000.0
601000.0 7365000.0
602000.0 7365000.0
603000.0 7365000.0
604000.0 7365000.0
605000.0 7365000.0
606000.0 7365000.0
607000.0 7365000.0
608000.0 7365000.0
609000.0 7365000.0
610000.0 7365000.0
611000.0 7365000.0
612000.0 7365000.0
613000.0 7365000.0
614000.0 7365000.0
615000.0 7365000.0
616000.0 7365000.0
617000.0 7365000.0
618000.0 7365000.0
619000.0 7365000.0
620000.0 7365000.0
621000.0 7365000.0
622000.0 7365000.0
623000.0 7365000.0
624000.0 7365000.0
625000.0 7365000.0
626000.0 7365000.0
627000.0 7365000.0
628000.0 7365000.0
629000.0 7365000.0
630000.0 7365000.0
631000.0 7365000.0
632000.0 7365000.0
633000.0 7365000.0
634000.0 7365000.0
635000.0 7365000.0
636000.0 7365000.0
637000.0 7365000.0
638000.0 7365000.0
639000.0 7365000.0
640000.0 7365000.0
641000.0 7365000.0
642000.0 7365000.0
643000.0 7365000.0
644000.0 7365000.0
645000.0 7365000.0
646000.0 7365000.0
647000.0 7365000.0
648000.0 7365000.0
649000.0 7365000.0
650000.0 7365000.0
651000.0 7365000.0
652000.0 7365000.0
653000.0 7365000.0
654000.0 7365000.0
655000.0 7365000.0
656000.0 7365000.0
657000.0 7365000.0
658000.0 7365000.0
659000.0 7365000.0
660000.0 7365000.0
661000.0 7365000.0
662000.0 7365000.0
663000.0 7365000.0
664000.0 7365000.0
665000.0 7365000.0
666000.0 7365000.0
667000.0 7365000.0
668000.0 7365000.0
669000.0 7365000.0
670000.0 7365000.0
671000.0 7365000.0
672000.0 7365000.0
673000.0 7365000.0
674000.0 7365000.0
675000.0 7365000.0
676000.0 7365000.0
677000.0 7365000.0
678000.0 7365000.0
679000.0 7365000.0
680000.0 7365000.0
681000.0 7365000.0
682000.0 7365000.0
683000.0 7365000.0
